id,lighting,distance,side,rotation,trial,time,frame,annotation,confidence,filename
c05,Lr,D30,Sc00,Rr,07,1,9, left, 0.95,c05_Lr_D30_Sc00_Rr_07_1.txt
c05,Lr,D30,Sc00,Rr,07,1,10, left, 0.96,c05_Lr_D30_Sc00_Rr_07_1.txt
c05,Lr,D30,Sc00,Rr,07,1,11, left, 0.93,c05_Lr_D30_Sc00_Rr_07_1.txt
c05,Lr,D30,Sc00,Rr,07,1,12, left, 0.98,c05_Lr_D30_Sc00_Rr_07_1.txt
c05,Lr,D30,Sc00,Rr,07,1,13, left, 0.90,c05_Lr_D30_Sc00_Rr_07_1.txt
c05,Lr,D30,Sc00,Rr,07,2,4, left, 0.95,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,5, left, 0.63,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,6, left, 0.90,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,7, left, 0.58,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,8, left, 0.88,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,9, left, 0.45,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,10, left, 0.87,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,11, away, 0.54,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,12, left, 0.74,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,07,2,13, away, 0.54,c05_Lr_D30_Sc00_Rr_07_2.txt
c05,Lr,D30,Sc00,Rr,08,1,4, left, 0.63,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,5, left, 0.52,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,6, left, 0.83,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,7, left, 0.60,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,8, left, 0.94,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,9, left, 0.84,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,10, left, 0.94,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,11, left, 0.95,c05_Lr_D30_Sc00_Rr_08_1.txt
